#DataThief /Users/ahagen/Desktop/sprectrum_varian.png Monday 16-Feb-2015 11:30:31 AM
0.0000,0.0000
8.606e-4, 0.1195
8.7143e-4, 0.12
8.8225e-4, 0.1205
8.9308e-4, 0.1211
9.039e-4, 0.1216
9.1473e-4, 0.1222
9.2555e-4, 0.1227
9.3638e-4, 0.1233
9.472e-4, 0.1238
9.5803e-4, 0.1244
9.6885e-4, 0.1249
9.7968e-4, 0.1254
9.905e-4, 0.126
1.0013e-3, 0.1265
1.0122e-3, 0.1271
1.023e-3, 0.1276
1.0338e-3, 0.1282
1.0446e-3, 0.1287
1.0555e-3, 0.1293
1.0663e-3, 0.1298
1.0771e-3, 0.1303
1.0879e-3, 0.1309
1.0988e-3, 0.1314
1.1096e-3, 0.132
1.1204e-3, 0.1325
1.1312e-3, 0.1331
1.1421e-3, 0.1336
1.1529e-3, 0.1341
1.1637e-3, 0.1347
1.1745e-3, 0.1352
1.1854e-3, 0.1358
1.1962e-3, 0.1363
1.207e-3, 0.1369
1.2178e-3, 0.1374
1.2287e-3, 0.138
1.2395e-3, 0.1385
1.2503e-3, 0.139
1.2611e-3, 0.1396
4.303e-3, 0.1401
4.3138e-3, 0.1407
4.3247e-3, 0.1412
4.3355e-3, 0.1418
4.3463e-3, 0.1423
4.3571e-3, 0.1429
4.368e-3, 0.1434
4.3788e-3, 0.1439
4.3896e-3, 0.1445
4.4004e-3, 0.145
4.4113e-3, 0.1456
4.4221e-3, 0.1461
4.4329e-3, 0.1467
4.4437e-3, 0.1472
4.4546e-3, 0.1478
4.4654e-3, 0.1482
4.4762e-3, 0.1488
4.487e-3, 0.1494
4.4979e-3, 0.1499
4.5087e-3, 0.1505
4.5195e-3, 0.151
4.5303e-3, 0.1516
4.5412e-3, 0.1521
4.552e-3, 0.1527
4.5628e-3, 0.1532
4.5736e-3, 0.1537
4.5845e-3, 0.1543
4.5953e-3, 0.1548
4.6061e-3, 0.1554
4.6169e-3, 0.1559
4.6278e-3, 0.1565
4.6386e-3, 0.157
4.6494e-3, 0.1575
4.6602e-3, 0.1581
4.6711e-3, 0.1586
4.6819e-3, 0.1592
4.6927e-3, 0.1597
4.7035e-3, 0.1602
7.7454e-3, 0.1608
7.7562e-3, 0.1614
7.7671e-3, 0.1619
7.7779e-3, 0.1623
7.7887e-3, 0.163
7.7995e-3, 0.1635
7.8104e-3, 0.1641
7.8212e-3, 0.1646
7.832e-3, 0.1652
7.8428e-3, 0.1657
7.8537e-3, 0.1663
7.8645e-3, 0.1668
7.8753e-3, 0.1673
7.8861e-3, 0.1679
7.897e-3, 0.1684
7.9078e-3, 0.169
7.9186e-3, 0.1695
7.9294e-3, 0.1701
7.9403e-3, 0.1706
7.9511e-3, 0.1712
7.9619e-3, 0.1717
7.9727e-3, 0.1722
7.9836e-3, 0.1728
7.9944e-3, 0.1733
8.0052e-3, 0.1739
8.016e-3, 0.1743
8.0269e-3, 0.175
8.0377e-3, 0.1755
8.0485e-3, 0.1761
8.0593e-3, 0.1766
8.0702e-3, 0.1771
8.081e-3, 0.1777
8.0918e-3, 0.1782
8.1026e-3, 0.1788
8.1135e-3, 0.1793
8.1243e-3, 0.1799
8.1351e-3, 0.1804
8.1459e-3, 0.1809
0.0112, 0.1815
0.0112, 0.182
0.0112, 0.1826
0.0112, 0.1831
0.0112, 0.1837
0.0112, 0.1842
0.0113, 0.1848
0.0113, 0.1853
0.0113, 0.1858
0.0113, 0.1864
0.0113, 0.1869
0.0113, 0.1875
0.0113, 0.188
0.0113, 0.1886
0.0113, 0.1891
0.0114, 0.1897
0.0114, 0.1902
0.0114, 0.1907
0.0114, 0.1913
0.0114, 0.1918
0.0114, 0.1924
0.0114, 0.1929
0.0114, 0.1935
0.0114, 0.194
0.0114, 0.1945
0.0115, 0.1951
0.0115, 0.1956
0.0115, 0.1962
0.0115, 0.1967
0.0115, 0.1973
0.0115, 0.1978
0.0115, 0.1984
0.0115, 0.1989
0.0115, 0.1995
0.0116, 0.2
0.0116, 0.2005
0.0116, 0.2011
0.0116, 0.2016
0.0146, 0.2022
0.0146, 0.2027
0.0147, 0.2033
0.0147, 0.2038
0.0147, 0.2043
