#DataThief /Users/ahagen/Desktop/profile_varian.png Monday 16-Feb-2015 11:39:31 AM
-11.3067, 5.0936
-11.3001, 5.0935
-11.2936, 5.0935
-11.287, 5.063
-11.2805, 5.063
-11.274, 5.063
-11.2674, 5.0629
-11.2609, 5.0629
-11.2544, 5.0629
-11.2478, 5.0629
-11.2413, 5.0629
-11.2348, 5.0628
-11.2282, 5.0933
-11.2217, 5.0933
-11.2152, 5.0932
-11.2086, 5.0932
-11.2021, 5.0932
-11.1956, 5.0932
-11.189, 5.0932
-11.1825, 5.0931
-11.176, 5.1236
-11.1695, 5.1236
-11.1629, 5.1235
-11.1564, 5.1235
-11.1499, 5.1235
-11.1433, 5.1235
-11.1368, 5.1235
-11.1303, 5.1539
-11.1237, 5.1539
-11.1172, 5.1539
-11.1107, 5.1538
-11.1041, 5.1538
-11.0976, 5.1538
-11.0911, 5.1843
-11.0845, 5.1842
-11.078, 5.1842
-11.0715, 5.1842
-11.0649, 5.1842
-11.0584, 5.2146
-11.0519, 5.2146
-11.0453, 5.2146
-11.0388, 5.2146
-11.0323, 5.2145
-11.0257, 5.2145
-11.0192, 5.245
-11.0127, 5.245
-11.0061, 5.2449
-10.9996, 5.2449
-10.9931, 5.2449
-10.9866, 5.2753
-10.98, 5.2753
-10.9735, 5.2753
-10.967, 5.2753
-10.9604, 5.2753
-10.9539, 5.3057
-10.9474, 5.3057
-10.9407, 5.3057
-10.9343, 5.3057
-10.9278, 5.3056
-10.9212, 5.3361
-10.9146, 5.3361
-10.9082, 5.3361
-10.9016, 5.336
-10.8951, 5.3665
-10.8885, 5.3665
-10.882, 5.3665
-10.8755, 5.3664
-10.869, 5.3664
-10.8624, 5.3969
-10.8559, 5.3968
-10.8494, 5.3968
-10.8428, 5.3968
-10.8363, 5.3968
-10.8298, 5.4272
-10.8233, 5.4272
-10.8167, 5.4272
-10.8102, 5.4272
-10.8037, 5.4576
-10.7971, 5.4576
-10.7906, 5.4576
-10.7841, 5.4576
-10.7774, 5.488
-10.771, 5.488
-10.7645, 5.488
-10.7579, 5.488
-10.7513, 5.5184
-10.7449, 5.5184
-10.7383, 5.5184
-10.7318, 5.5488
-10.7252, 5.5488
-10.7187, 5.5488
-10.7122, 5.5488
-10.7057, 5.5792
-10.6992, 5.5792
-10.6926, 5.5792
